table,status,jpRows,cnRows,identicalRows,changedRows,jpOnlyRows,cnOnlyRows,jpOnlyFields,cnOnlyFields
"config_task_return","identical",42,42,42,0,0,0,"",""
"config_task_reward_modify","identical",40,40,40,0,0,0,"",""
"config_task_teaching","identical",104,104,104,0,0,0,"",""
"config_task_teaching_group","identical",8,8,8,0,0,0,"",""
"config_task_treaty","identical",6,6,6,0,0,0,"",""
"config_task_weekly","identical",22,22,22,0,0,0,"",""
"config_teaching_achievement","identical",9,9,9,0,0,0,"",""
"config_teaching_assess","identical",6,6,6,0,0,0,"",""
"config_teaching_personal_info","identical",23,23,23,0,0,0,"",""
"config_team","identical",2,2,2,0,0,0,"",""
"config_testship_reward","identical",2,2,2,0,0,0,"",""
"config_testship_task","identical",41,41,41,0,0,0,"",""
"config_tower_activity","identical",1,1,1,0,0,0,"",""
"config_tower_prop","identical",13,13,13,0,0,0,"",""
"config_tower_topic","identical",18,18,18,0,0,0,"",""
"config_treaty_buff","identical",12,12,12,0,0,0,"",""
"config_trigger_shape","identical",5,5,5,0,0,0,"",""
"config_ui_battlepage_config","identical",82,82,82,0,0,0,"",""
"config_ui_battlepage_config_ios","identical",81,81,81,0,0,0,"",""
"config_ui_config","identical",424,424,424,0,0,0,"",""
"config_value_effect","identical",85,85,85,0,0,0,"",""
"config_voice_chat_err","identical",100,100,100,0,0,0,"",""
"config_vow","identical",3,3,3,0,0,0,"",""
"config_vow_item","identical",101,101,101,0,0,0,"",""
"config_vow_wall_ship","identical",8,8,8,0,0,0,"",""
"config_weather","identical",6,6,6,0,0,0,"",""
"config_weather_exchange_light","identical",3,3,3,0,0,0,"",""
"config_weather_group","identical",6,6,6,0,0,0,"",""
"config_worker","identical",1,1,1,0,0,0,"",""
"config_world_event","identical",2,2,2,0,0,0,"",""
"config_world_event_plot","identical",22,22,22,0,0,0,"",""
"config_world_event_task","identical",486,486,486,0,0,0,"",""
