client,table,file,sha256,rows,metadataRows,validJson,invalid,fields,firstError
"jp-1.4.0","config_plot_episode_audio_character","config_plot_episode_audio_character.db","8387673760C593B5FD1876BA9E8592E60C02A83221ED940FCD09FCD5BCBCF7E9",8304,1,8303,0,"audio_effect;audio_id;background_music;content;exchange_music;plot_episode_id;plot_episode_step_id;preload;scene_type;step;talker_name",""
"jp-1.4.0","config_plot_episode_audio_event","config_plot_episode_audio_event.db","9843383AC4E38B24588A9A85AE818DAC6C406F3CCA6187C6F6B618356F64C065",11543,1,11542,0,"audio_effect;audio_id;background_music;content;exchange_music;plot_episode_id;plot_episode_step_id;preload;scene_type;step;talker_name",""
"jp-1.4.0","config_plot_episode_audio_main","config_plot_episode_audio_main.db","BC058F16556B40B7165648F025036EB773A97793B86402520D26F4C729D6A33A",10940,1,10939,0,"audio_effect;audio_id;background_music;content;exchange_music;plot_episode_id;plot_episode_step_id;preload;scene_type;step;talker_name",""
"jp-1.4.0","config_plot_episode_audio_wedding","config_plot_episode_audio_wedding.db","8A30E433125F9C78C46D067469B38C162F9CFA58A6C72202C01F25672CF6FF3A",706,1,705,0,"audio_effect;audio_id;background_music;content;exchange_music;plot_episode_id;plot_episode_step_id;preload;scene_type;step;talker_name",""
"jp-1.4.0","config_plot_episode_branch","config_plot_episode_branch.db","375BDA2C824BB27CB9AF6683547BE0CEC9074FDFE38D0D61F4420CCF7D3704F5",3,1,2,0,"branch_content;branch_id;branch_parameter;branch_type",""
"jp-1.4.0","config_plot_episode_character","config_plot_episode_character.db","D0937E8C58DF16B22A9EC5A1CA9D57A235A287103C4E217BA2C6748DFF34A7B2",8304,1,8303,0,"Gradually_appear;Gradually_disappear;auto_next_time;auto_read;barrage_ctrl;bg_animation;black_scene;black_scene_color;black_scene_timing;branch1_parameter;branch2_parameter;branch3_parameter;branch4_parameter;content;cut_bg_animation;cut_scentence;cut_screen_effect;dialog_animation;initial_position_offset;is_mask;log;meanwhile_ship;mirror;multistep_branch;new_screen_effect;other_talker_next_position;plot_episode_branch1_name;plot_episode_branch2_name;plot_episode_branch3_name;plot_episode_branch4_name;plot_episode_end_event;plot_episode_id;plot_episode_skip;plot_episode_step_id;plot_episode_type;scene_res_path;scene_type;screen_animation;screen_effect;ship_scale;show_dialog;static_scene_res_path;step;talker_expression;talker_id;talker_initial_position;talker_name;talker_next_position;talker_tween;text_size",""
"jp-1.4.0","config_plot_episode_effect","config_plot_episode_effect.db","401ECFCFBBAB785F9C4E526ADC71D962F841630FD97850E836CB3135071E7D8A",43,1,42,0,"effect_id;effect_res",""
"jp-1.4.0","config_plot_episode_event","config_plot_episode_event.db","D83E49DA893BF68A0EA86FF5819AB56D38BC3AFDBD00342A13E8F07427AA31F7",11543,1,11542,0,"Gradually_appear;Gradually_disappear;auto_next_time;auto_read;barrage_ctrl;bg_animation;black_scene;black_scene_color;black_scene_timing;branch1_parameter;branch2_parameter;branch3_parameter;branch4_parameter;content;cut_bg_animation;cut_scentence;cut_screen_effect;dialog_animation;initial_position_offset;is_mask;log;meanwhile_ship;mirror;multistep_branch;new_screen_effect;other_talker_next_position;plot_episode_branch1_name;plot_episode_branch2_name;plot_episode_branch3_name;plot_episode_branch4_name;plot_episode_end_event;plot_episode_id;plot_episode_skip;plot_episode_step_id;plot_episode_type;scene_res_path;scene_type;screen_animation;screen_effect;ship_scale;show_dialog;static_scene_res_path;step;talker_expression;talker_id;talker_initial_position;talker_name;talker_next_position;talker_tween;text_size",""
"jp-1.4.0","config_plot_episode_expression","config_plot_episode_expression.db","E5CEB7A3B5F686E493C47A1187FB7E1904062266D0068377325B5DAEAAF31D9B",1940,1,1939,0,"expression_des;expression_id;expression_res;talker_id",""
"jp-1.4.0","config_plot_episode_main","config_plot_episode_main.db","E8C4C6F6B1DB9325F44ED92709C326A3B3C26F143E4711A0BA543E80FD4EE524",10941,1,10940,0,"Gradually_appear;Gradually_disappear;auto_next_time;auto_read;barrage_ctrl;bg_animation;black_scene;black_scene_color;black_scene_timing;branch1_parameter;branch2_parameter;branch3_parameter;branch4_parameter;content;cut_bg_animation;cut_scentence;cut_screen_effect;dialog_animation;initial_position_offset;is_mask;log;meanwhile_ship;mirror;multistep_branch;new_screen_effect;other_talker_next_position;plot_episode_branch1_name;plot_episode_branch2_name;plot_episode_branch3_name;plot_episode_branch4_name;plot_episode_end_event;plot_episode_id;plot_episode_skip;plot_episode_step_id;plot_episode_type;scene_res_path;scene_type;screen_animation;screen_effect;ship_scale;show_dialog;static_scene_res_path;step;talker_expression;talker_id;talker_initial_position;talker_name;talker_next_position;talker_tween;text_size",""
"jp-1.4.0","config_plot_episode_ship","config_plot_episode_ship.db","4B34F32365E71749C371A45130CE18CA4D42BE9674736FD8026F3673D62C4497",467,1,466,0,"euler;expression_point;left_ship_center;middle_ship_center;mirror_left_ship_center;mirror_middle_ship_center;mirror_right_ship_center;right_ship_center;ship_id;ship_name;ship_res_path",""
"jp-1.4.0","config_plot_episode_trigger","config_plot_episode_trigger.db","224416D8650F4356CD49F9DC9B6D806E21B6083D6A54712B4229969E205BCB26",2329,1,2328,0,"plot_copydisplay_id_end;plot_copydisplay_id_end_branch;plot_episode_id;plot_episode_reward;plot_steps;plot_tableName;plot_trigger_end;plot_trigger_id;plot_trigger_parameter;plot_trigger_type;plot_trigger_type_id;repeat_trigger;rewards;trigger_switch",""
"jp-1.4.0","config_plot_episode_tween","config_plot_episode_tween.db","F32D09A6CEF1C35EB965E4EDB2A685517D2AE11FDF7AB535C668509F64FFBAE4",256,1,255,0,"delay_time;talker_action_from;talker_action_number;talker_action_oncetime;talker_action_to;talker_action_type;talker_action_x;talker_action_y;talker_action_z;talker_tween_type;tween_id",""
"jp-1.4.0","config_plot_episode_wedding","config_plot_episode_wedding.db","7FBD8B948182B6AEB0D60CF84D7520C55315AE72CF3ECFA9B53C3EA60450EF9B",706,1,705,0,"Gradually_appear;Gradually_disappear;auto_next_time;auto_read;barrage_ctrl;bg_animation;black_scene;black_scene_color;black_scene_timing;branch1_parameter;branch2_parameter;branch3_parameter;branch4_parameter;content;cut_bg_animation;cut_scentence;cut_screen_effect;dialog_animation;initial_position_offset;is_mask;log;meanwhile_ship;mirror;multistep_branch;new_screen_effect;other_talker_next_position;plot_episode_branch1_name;plot_episode_branch2_name;plot_episode_branch3_name;plot_episode_branch4_name;plot_episode_end_event;plot_episode_id;plot_episode_skip;plot_episode_step_id;plot_episode_type;scene_res_path;scene_type;screen_animation;screen_effect;ship_scale;show_dialog;static_scene_res_path;step;talker_expression;talker_id;talker_initial_position;talker_name;talker_next_position;talker_tween;text_size",""
"jp-1.4.0","config_privilegedesc","config_privilegedesc.db","D9D021C30E507B676684448C6F547E501E47A8C3676794E3A64F6E6EE9BFFDF7",19,1,18,0,"desc;id;texttitle",""
"jp-1.4.0","config_profile","config_profile.db","821BD6DBA8B06FF0647E368DF6487AB9F8FFA5956969C9D59954744A91FFA531",348,1,347,0,"belongshipid;cost;costrate;default;desc;dropdesc;fashion;icon2;id;image;name;shownew;type",""
"jp-1.4.0","config_prohibit_speed","config_prohibit_speed.db","E1A1251123E155F0CB1E79BB6034D74125015BB79BD14D2E24C8EF2B7A840D2F",2,1,1,0,"prohibit_lv;prohibit_num;prohibit_switch;prohibit_time",""
"jp-1.4.0","config_prop","config_prop.db","08EBC1E463D7E33C4F0C836B45802982AD75FF28D671B5CA07408D1BD7219CB9",485,1,484,0,"attack_coefficient;attack_value;default_value;defense_coefficient;defense_value;desc;enum_name;id;prop_value_type",""
"jp-1.4.0","config_pskill_dict_buff","config_pskill_dict_buff.db","03C455DCC1C652A514ED313CF0CA3A9C2041A3D5E489C9CAAE5546B14F115F6E",1975,1,1974,0,"action_stage;buff_add_max_count;buff_add_type;buff_ai_id;buff_ai_priority;buff_creat;buff_duration_type;buff_duration_value;buff_duration_value_add;buff_factor_id_array;buff_group_id;buff_show_group_id;buff_show_id;buff_trans_data;buff_type;conflict_buff_id;force_clean_flag;id",""
"jp-1.4.0","config_pskill_dict_buff_cb_con","config_pskill_dict_buff_cb_con.db","E1D10D35A681CC57F133DF73C589B5B45BC1CEB7E9AE222AAB4F94013AF7AD1F",48,1,47,0,"condition_type;id;target;value",""
"jp-1.4.0","config_pskill_dict_buff_cb_condition","config_pskill_dict_buff_cb_condition.db","9FF9AA83C705A2D056DA4FBD9D6B9C6C637E99E0BC59B90797D14B0C334D1B8F",45,1,44,0,"condition_type;id;target;value",""
"jp-1.4.0","config_pskill_dict_buff_factor","config_pskill_dict_buff_factor.db","47DED5613B20B703F9AD6426D9FC1E205CA7469690751FF8D9381444C108BEC1",1931,1,1930,0,"args;buff_export_type;buff_factor_type;buff_trigger_type;callback_condition;callback_skill_condition;could_sink;dot_begin_cycle;dot_cycle;dot_max_num;dot_pskill_begin;dot_pskill_dot;dot_pskill_end;dot_pskill_kill;export_func;general_formula;id;order;properties_snapshot;str_args;target_prop_id",""
"jp-1.4.0","config_pskill_dict_buff_factor_args","config_pskill_dict_buff_factor_args.db","E0F8F043427BA25BCFC336CC7A09D64E05E835B918D551B6A142656EF8AD21CF",35,1,34,0,"arg_type;arg_value;arg_value_add;id",""
"jp-1.4.0","config_pskill_dict_buff_trans","config_pskill_dict_buff_trans.db","1FBC6A2D86001E60F5515791667E207895261061BFA1C6775101F721122BF8D7",7,1,6,0,"id;last_time_mode;trans_count;trans_target;trans_time",""
"jp-1.4.0","config_pskill_dict_change","config_pskill_dict_change.db","91EEEA84457EEA36BC3503E426F778631EC9359B85C0960327AC58CBB07E936E",11,1,10,0,"buff_factor_export_type;buff_factor_id;buff_factor_type;buff_id;buff_type;change_dict_id;id;operation_type;skill_export_type;skill_id",""
"jp-1.4.0","config_pskill_dict_condition","config_pskill_dict_condition.db","39E1778A547BF3AFDB8667818F922869081AE07F978A7B6ACD86C17637EADFAB",1434,1,1433,0,"condition_formula;condition_type;id;is_trigger_condition;prop;value_condition_type;value_num;value_type",""
"jp-1.4.0","config_pskill_dict_condition2","config_pskill_dict_condition2.db","0BBE0F9CAEB049D20323B1751DBDF6E61D7E642D4A76AA8F2378EE733626D0E9",5,1,4,0,"condition_formula;condition_type;id;prop;value_condition_type;value_num",""
"jp-1.4.0","config_pskill_dict_c_param","config_pskill_dict_c_param.db","25D2ED3ED758A697B7CC54E18BEA8A7DB679B719F1C92791ADEC308BB8249875",69,1,68,0,"condition_func;id;param_type",""
"jp-1.4.0","config_pskill_dict_display","config_pskill_dict_display.db","4FD1A602948DA2B740EC546C7F0DBB29CA0AD63384CD06AB98996DCD2F3AC5EC",1252,1,1251,0,"change_type;change_word;desc2;desc_color;desc_val;equip_icon;flag_skill;id;mingzhong_effect_uri;mingzhong_head_effect_uri;pskill_type;skill_icon;skill_name;trigger_display_type;trigger_effect_page_path;trigger_effect_page_path_pip;trigger_head_uri;trigger_pause_duration;trigger_stay_duration;trigger_to_pause;trigger_wenzi_uri",""
"jp-1.4.0","config_pskill_dict_factor","config_pskill_dict_factor.db","039CCCAC3F56FE8717E92D833FA5987032516E1F61E5C1BBC8D6FE8F41C6EC87",1272,1,1271,0,"export_func;export_odds_add;export_odds_base;export_target_prop_id;export_type;general_formula;id;operation_buff_dict_id;operation_flag_dict_id;order;select_mode;select_target_array",""
"jp-1.4.0","config_pskill_dict_flag","config_pskill_dict_flag.db","B5026A70D1BBBE91BCFF4E819572ED7FB57DD0F4CF95F935EA5BDAC9669B1B12",116,1,115,0,"fid;force_clean_flag;id;value_num",""
"jp-1.4.0","config_pskill_dict_group","config_pskill_dict_group.db","17CACF078AB7A858EFE7C7C2050BDBF9CA334F40A903749F8AC058AE40D95E1A",3019,1,3018,0,"active_condition;desc;desc2;desc_color;desc_val;icon;id;intial_level;is_callback;level_value_effect;max_level;param_list;pskill_body;pskill_dict_display_id;script_list;skill_desc;skill_id_array;skill_replace;talent_name;talent_type;upgrade_materials;upgrade_materials_mub",""
"jp-1.4.0","config_pskill_dict_main","config_pskill_dict_main.db","430B964B3B7EE5C5C1A26408A134BDE439E7217E95E37B5A9703971C9663404E",4912,1,4911,0,"condition_id_array;condition_ids;event_order;event_params;event_target;event_type;execute_count;export_func;export_odds_add;export_odds_base;export_target_prop_id;export_type;general_formula;id;operation_buff_dict_id;operation_flag_dict_id;period;pskill_change;pskill_change_info;pskill_delay;pskill_delay_target_mode;pskill_factors;pskill_factors_probability;pskill_type_group;release_cd;release_cd_type;release_max_operation;release_num_limit_count;release_num_limit_type;release_type;select_target_array;skill_show_switch;trigger_probability;trigger_probability_group",""
"jp-1.4.0","config_pskill_dict_select_item","config_pskill_dict_select_item.db","CAA23DDD775DAD2BC8D130FCFB773B7CAC91333ED1CFE3FF6CAE5A23CDBF110F",70,1,69,0,"condition_func;id;param;select_condition;select_prop_id;select_value;select_value_lvadd;select_value_type;value_compare_type",""
"jp-1.4.0","config_pskill_dict_select_target","config_pskill_dict_select_target.db","61D005AD4D7F67E397D7FFC11198510947A41CC96E2499DC432D81D6262146CF",147,1,146,0,"base_num;condition_items;id;is_fleet;prop_num;random_num;select_need_valid;select_only_one;select_type;self_filter",""
"jp-1.4.0","config_pskill_dict_select_target_item","config_pskill_dict_select_target_item.db","8A86136BB684D5DE1016198600E389DEE462FF2A3E454CD964210D135284D8C6",29,1,28,0,"condition_func;id;select_condition;select_prop_id;select_value;select_value_lvadd;select_value_type;value_compare_type",""
"jp-1.4.0","config_pskill_sp_talent","config_pskill_sp_talent.db","A306EFAD4E43FB46C046A212824CB769CF797A8BA22F75B49089C5F79B1BC5B8",4,1,3,0,"condition_type;description;id;parameter;talent_id;val_add;val_init",""
"jp-1.4.0","config_pushnotice","config_pushnotice.db","5C762CA4D2E7632374E6242F63C72FB6B03D59B0722A44E2A47A90196C280C76",11,1,10,0,"id;name;notice;text",""
"jp-1.4.0","config_qte_step","config_qte_step.db","3B85539071019EDE60236FAC6D66A3B30FF84F22014D4D23798F8544DE6CE208",5,1,4,0,"desc;enum_name;id",""
"jp-1.4.0","config_quality_param","config_quality_param.db","6A3626B4E5CD92391A75D46168643C552BE46A71EC6ED9D635B6B26BAA4A51D2",6,1,5,0,"preview_imgbg;preview_name_bg;quality_id;togglelist_imgbg",""
"jp-1.4.0","config_random_effect_target_type","config_random_effect_target_type.db","718FAA29DF5A1118B41C02AB09360768A78A3DEBA066DB804BF6D19AFDC05D62",4,1,3,0,"id;table_index",""
"jp-1.4.0","config_random_factor","config_random_factor.db","6181B8EBF34478CC729F7B7536FD59C921BD3460A0B32A7F8E51F9CEE90F8475",401,1,400,0,"effect_target;effect_target_player_fleet;effect_target_type;factor_description;factor_id;factor_image;factor_target;factor_target_type;factor_type;game_limits_id;is_enemy",""
"jp-1.4.0","config_random_factor_group","config_random_factor_group.db","282FCE6C760814CDEE05F9CAFCD40182491ED8A6D1C2015D41F349194A7F1EEC",380,1,379,0,"factor;group_weight;id",""
"jp-1.4.0","config_random_factor_set","config_random_factor_set.db","7286ED800172781C98AA9D626CF5145633A4CE4355AEC86B12E8A3C603C00B18",384,1,383,0,"factor_groups;factor_skip;id;period;period_list;set_icon;set_name",""
"jp-1.4.0","config_random_factor_target_type","config_random_factor_target_type.db","A7E8AF14C183185DE1B00AF5FA017F34B7186C3F564F3057BFC956C0D36D927C",4,1,3,0,"id;table_index",""
"jp-1.4.0","config_random_factor_type","config_random_factor_type.db","9395A153FA47F29597E31CA4EBE5D2FE68A7233E06AF8845ED6F73C589B18CA7",10,1,9,0,"icon;id;name",""
"jp-1.4.0","config_random_first_name_en","config_random_first_name_en.db","9A6E6793E996917B997F77E4A53832A9F9FD55D2BD51B48EF51496A90D8C6048",238,1,237,0,"firstName;id",""
"jp-1.4.0","config_random_first_name_ja","config_random_first_name_ja.db","346221F20BD36E2DA7F1DD2BCC5D4E1F744155943A15CCE201DECFF5B016D96B",98,1,97,0,"firstName;id",""
"jp-1.4.0","config_random_last_name_en","config_random_last_name_en.db","56594B40C1D2A52D3A1B504F2F22DC9CDDB0609F750229A745A89CAE97D695AA",197,1,196,0,"id;lastName",""
"jp-1.4.0","config_random_last_name_ja","config_random_last_name_ja.db","F8E7C2D56A10AE759EDC4D0A4B7D47C1FA4F58DB7071B8C35E36922AE648D1A1",96,1,95,0,"id;lastName",""
"jp-1.4.0","config_range","config_range.db","39F898EA20EE76DDAA5379FE61BDE7FE16A8550FA828D66BA101D86F5A06F33F",1,1,0,0,"",""
"jp-1.4.0","config_rank","config_rank.db","EC1275E431C1505C9CAC55005C1A45074E60D6DD84D85C39136EBB4D10F79C91",12,1,11,0,"copy_id;id;period;period_area;type",""
"jp-1.4.0","config_recharge","config_recharge.db","969794E7D12CD6B7DB59F2C06CEDA864F01EDE91522745D205039735923F34E8",891,1,890,0,"activitydrop;appeartype;boxexisttime;buy_limit;buynum;buynum_refreshtime;channel;condition;cost;currency_type;daily_reward;desc;double_period;drop;drop_reward;duration;extra_reward;flag_id;free_duration;free_reward;icon;id;isshow;last_id;name;nodouble_desc;nodouble_extra_reward;nodouble_extra_reward_desc;open_limit;orderparam;orderscript;originalcost;paytype;privilege;privilegedesc;productId;pushnum;random_limit;recharge_value;recommend_bg1;recommend_bg2;refreshid;reward;score;sdkdesc;selltime;shop_bg;show_createdays;show_name;show_reddot;tagid;true_cost;value;weight",""
"jp-1.4.0","config_rechargecondition","config_rechargecondition.db","91DF983FD9F2A5D71F06C797FE911C8685FB65B1EB21D13C5FCC1373E45026B0",33,1,32,0,"id;param1;param2;param3;type",""
"jp-1.4.0","config_rechargetag","config_rechargetag.db","F3B3FC08205282D3A5E076BCD39303720CECFBD2705F9A39F90860D1CFE9E35C",3,1,2,0,"icon;id;name;rechargegroup",""
"jp-1.4.0","config_recharge_icon","config_recharge_icon.db","2AA0CB4E9FC2671C077D11DFDD0D63A4DD8F29FD757F4E4223B37822F7CFFCD0",4,1,3,0,"description;icon;id;name;quality",""
"jp-1.4.0","config_recharge_selective","config_recharge_selective.db","5CE58C11C73CCBB0EEB9454A032E0FF305255539B03D2B83930DCF2E23E554CD",5,1,4,0,"basic_reward;cost;id;limit;name;refresh_id;selective_reward_1;selective_reward_2;selective_reward_3;selective_reward_4",""
"jp-1.4.0","config_recipe","config_recipe.db","BA162193CE8C3878426BEDEBD7B7ED5A3E403F4798901672DA544821A51438C8",25,1,24,0,"cost_energy;hide;id;item;item_unlock;rawmaterial1;rawmaterial2;rawmaterial3;time;type;typename;unlocklevel",""
"jp-1.4.0","config_recipe_compose","config_recipe_compose.db","1FFF1C76EA1B6FDB2594CF8AF024260625F77AF3C1D7EEA949DF503544C3D16F",17,1,16,0,"id;item;rawmaterial1;rawmaterial2;rawmaterial3;type;typename;unlocklevel",""
"jp-1.4.0","config_refresh","config_refresh.db","0129C7504C62DBECC84241CE761FF080B62FB81588E6FB8137D49D1CFAF1995E",21,1,20,0,"id;p1;p2;p3;p4;p5;p6;type",""
"jp-1.4.0","config_report","config_report.db","6866C8FEF8AB550070D889CBCE7B983A72AC15AF2125973389EAC062A84B02DA",6,1,5,0,"desc;id;min_last_time;normal_last_time;type",""
"jp-1.4.0","config_return_stage","config_return_stage.db","0C3780FC284D5D79A06B085DA15865C4B117B93AEF07C7DEBF472C169DDC42AE",8,1,7,0,"bg;count;description;icon;id;name;outlinecolor;picture;selected;task_return;task_stage;textcolor",""
"jp-1.4.0","config_rewards","config_rewards.db","ACC945F98BDF9B89327B1DC7B542F3ED65E60AD49EC03D1C6552D3BD8B5EA123",9851,1,9850,0,"description;id;rewards",""
"jp-1.4.0","config_room","config_room.db","AC1D985FB21A2D26DDF67E4D6960908F235F34B567A19CF6ED0F95C0B321DCC8",3,1,2,0,"chapter_id;id;player_number;type;zone_id",""
"jp-1.4.0","config_ryza_alchemy_formula","config_ryza_alchemy_formula.db","3B163D7373516BADBFC72F95DD399315605551F0871320AB0BB8080CEA49A6B8",59,1,58,0,"description;drop_id;drop_path;formula_type;icon;icon_small;id;item_group;level;name;prefab_type;product;quality;recommend_bg1;recommend_bg2;shop_bg;show_type;type",""
"jp-1.4.0","config_ryza_alchemy_item","config_ryza_alchemy_item.db","F9535EC0D6BFA30481286396E1DD4850B650F471EEA8C8E09A208FDD8444F41B",565,1,564,0,"back_item;effect;id;item_type;materials;position;pre_item",""
"jp-1.4.0","config_ryza_alchemy_type","config_ryza_alchemy_type.db","61B2901909E6F3C17E5ADA72484676467175B751B5E2146EA3C62B217C15F788",5,1,4,0,"desc;eff_normal;eff_normal_back;id;image_background;image_off;image_on;name;quality",""
"jp-1.4.0","config_safearea","config_safearea.db","41F0118CD10EEF0716EBA43792C379C2BFA9C0B8BA1112911787CA97DF508BC6",8,1,7,0,"change_time;copy_text_color;desc;effect_outline_color;effect_text_color;explore_image;id;imgbackground;imglock;levelup_effect;slider_image;small_slider_image;text_color",""
"jp-1.4.0","config_safearea_condition","config_safearea_condition.db","7213EACA2B0807D0B8C70D55C8AA5B9946FCF95EA979C2997807924D0E81A579",70,1,69,0,"desc;id;p1;p2;type",""
"jp-1.4.0","config_safearea_effect","config_safearea_effect.db","652FAA5509CA3CCA8ED945323B22653AD1B765018122ACB0687EF749B61A705D",184,1,183,0,"desc;id;p1;p2;p3;p4;p5;type",""
"jp-1.4.0","config_scene","config_scene.db","FB389E3C8368D53E5DF0D0FDD4EB7DCED6830E925CB7B2D8C2C71527842A6920",253,1,252,0,"guide_mesh;island_ids;name;s_id;scene_res_name",""
"jp-1.4.0","config_scene_position","config_scene_position.db","FAD545FA4FB50513E9C32FFBBDAA10D806CBAA0009FB399745ABFD34DC24F3F7",18686,1,18685,0,"eluer_y;name;position_id;position_x;position_y;position_z;sp_id",""
"jp-1.4.0","config_scene_weather","config_scene_weather.db","047793EF16F21BA45E89D39185359A074E8A8BBE7CAF163C11E264E6BE36E8B9",2,1,1,0,"desc;diff_name;sw_id;weather_echange_light_id;weather_exchange_particle_id_s;weather_type",""
"jp-1.4.0","config_search3d_item","config_search3d_item.db","1612BEE6F31544251E2F621F0861D157D65C09A7081D32249249EBD222E3E00F",30,1,29,0,"desc;display_distence;display_mode;id;item_defult_icon;item_defult_model_eb_id;item_effui_eb_id;item_mini_icon;item_range_eb_id;item_trigger_eb_id;item_ui_root;playerfleet_trigger_eb_id;warn_mode",""
"jp-1.4.0","config_select_point_type","config_select_point_type.db","81FE60B948DFDF40174C00FA45F7208E4DB6563A6362774076F9A40658368F9F",3,1,2,0,"desc;enum_name;id",""
"jp-1.4.0","config_select_target_type","config_select_target_type.db","BAA61E18F8FD5F32CBF2EBA978D5074E4C9E9F0FE7DBBC59E41802EB6574CECB",8,1,7,0,"desc;enum_name;id",""
"jp-1.4.0","config_ship","config_ship.db","8A2E093F71884EB38171C9F726607A054B71AF43A48A6333309CEA5675DD213A",14,1,13,0,"angle_spped;anti_crit;attack;attack_levelup;battle_angle_speed;carry_airplane_count;crit;defense;defense_levelup;dodge;equip_attr_num_1;equip_attr_num_2;equip_attr_num_3;equip_attr_num_4;ewt_ids;fate;gun_range_type;hit;hp;hp_levelup;init_star;max_star;model;model_height;model_radius;s_id;ship_air_control;ship_air_control_levelup;ship_bomb_attack;ship_bomb_attack_levelup;ship_county;ship_icon;ship_name;ship_torpedo_attack;ship_torpedo_attack_levelup;ship_type;speed;to_air_attack;to_air_attack_levelup;to_torpedo_attack;to_torpedo_attack_levelup;torpedo_attack;torpedo_attack_levelup;torpedo_defense;torpedo_defense_levelup;view_range",""
"jp-1.4.0","config_shiplist_option","config_shiplist_option.db","7D85654DB726BC59411BA4E6A08E9041C8002DF0E0DDA8D52A813E1A8C8A96FD",9,1,8,0,"id;shiplist_sequence_id",""
"jp-1.4.0","config_shiplist_sequence","config_shiplist_sequence.db","92ADB932BD6BD1DEB5E9E643B5F44CDEF5B2BC83FFA3031086F6E191DA60C473",99,1,98,0,"belong;id;name;value",""
"jp-1.4.0","config_shiptalenttype","config_shiptalenttype.db","8C381B4E354FB48DD98784F5C704E3E2FFC8ED3592CC40ADEABCDB6C86E26BD8",6,1,5,0,"id;shiptypelist",""
"jp-1.4.0","config_ship_advance","config_ship_advance.db","A46E1F73A199A0C39D09D2A630BE5BAE967F82F1F9E6B44C6EE8B72CC4866AA8",3,1,2,0,"initial_level;max_level;unlock_num",""
"jp-1.4.0","config_ship_behaviour_and_camera_info","config_ship_behaviour_and_camera_info.db","7271EF2EC01EE74DBFA635E560ECF810315C1C7B379F722CBC2C8E581B8C1E30",553,1,552,0,"anim_voice_access;be_formula;behavior_time;behaviour_info_group;camera_info_group;caption_access;combat_resources;countenance_resource;cv_cutoff;duration;s_id;shader_Controller;ship_id;shock_time;transition_meltdown;use_state;vibration_time;voice_access",""
"jp-1.4.0","config_ship_break","config_ship_break.db","70742DC3B32A0292269B4719D153445739E6B5778CCCEEC15DC157CCEA8F8E58",5357,1,5356,0,"break_item;break_item_mub;break_item_optional;break_to;break_usableitem_mub;currency_cost;desc;min_level;name;remould_item;remould_to;sb_id;ship_break_effect_id_list;value_effect_id_list;value_effect_power_list",""
"jp-1.4.0","config_ship_break_effect","config_ship_break_effect.db","4C8094152FB26078644222312EBEA04EEE7381E0703827BFDD89A7E66A84356B",97,1,96,0,"desc;id;method;type;value",""
"jp-1.4.0","config_ship_class_index","config_ship_class_index.db","FEE58BBCA9FE33BD17396965ADDE7DF1B9072799B6A237FC03EB16C404E11A35",79,1,78,0,"id;ship_class;ship_speed",""
"jp-1.4.0","config_ship_combat_effectiveness","config_ship_combat_effectiveness.db","BB3A676DAC8C50A8315DE1DE6F9B6729C57F9BB3365A2DA7780E4059E5040222",12,1,11,0,"attack;defense;hp;id;plane_air_control;plane_bomb_attack;ship_air_control;ship_bomb_attack;ship_type2;speed;survival_factor;to_air_attack;torpedo_attack;torpedo_defense",""
"jp-1.4.0","config_ship_consumption","config_ship_consumption.db","0C47893B3DE31EE065E2D8CE12E5C8DCD0231A2812F246B72192B04BCBB7E018",1963,1,1962,0,"*;ammo;fuel;repair_item;sc_id",""
"jp-1.4.0","config_ship_damage_coefficient","config_ship_damage_coefficient.db","E9A91C4175FF1F2615D721EF1574AC55A5D55D2FB0B015D31EC6A19C4B7E969B",43,1,42,0,"air_coefficient;clamp;environment_type;main_gun_coefficient;ship_type;sm_id;torpedo_coefficient;vice_gun_coefficient",""
"jp-1.4.0","config_ship_dressup","config_ship_dressup.db","57EA0DACE9D401684A53DA0466B79278D7ECDCF675454D26822A56908637086A",762,1,761,0,"battle_effects;battle_hide;home_hide;id;marry_hide;normal_effects;settlement_hide;ship_change_parts;ship_name;ship_parts_adress;ship_parts_adress_home",""
"jp-1.4.0","config_ship_enemy","config_ship_enemy.db","A52F5680EE3A75EB11AE5A91405734C63A1E3A11A8C4CE2E3200C95B29C3A7DD",11027,1,11026,0,"angle_speed;anti_crit;attack;backup_plane_count;basi_id;battle_angle_speed;carry_plane_count;chase_speed;conversion_blood_loss;crit;damage_coefficient_of_special_air;damage_coefficient_of_special_maingun;damage_coefficient_of_special_torpedo;defense;dodge;fail_score_percent;fate;hit;hp;id;isonlyspecial;large_blood_loss;level;lighting_shells_available;main_gun_available;main_gun_cd;main_gun_range;main_gun_target_num;medium_blood_loss;name;number_of_special_air_attacks;number_of_special_maingun_attacks;number_of_special_torpedo_attacks;patrol_speed;plane_bomb;plane_health;plane_target_num;plane_to_air;plane_torpedo;projectiles;projectiles_cd;pskill_id_array;safe_score;second_gun_available;ship_air_control;ship_bomb_attack;ship_country;ship_info_id;ship_torpedo_attack;sink_blood_loss;small_blood_loss;special_air_range;special_maingun_range;special_projectiles;special_projectiles_count;special_projectiles_times;special_torpedo_range;specialship_id;specialship_type;specialstrategy;speed;st_id;to_air_attack;to_torpedo_attack;torpedo;torpedo_available;torpedo_defense;torpedo_num;torpedo_target_num;type;view_range;voyage",""
